id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,pass_fail
225,Robert,Dougherty,robert.dougherty.225@gslingacademy.com,male,False,7,False,4,Business Owner,85,55,74,71,66,50,99,1
226,Vanessa,Wheeler,vanessa.wheeler.226@gslingacademy.com,female,False,7,True,3,Business Owner,69,78,57,72,71,96,87,1
227,Emily,Mcclure,emily.mcclure.227@gslingacademy.com,female,False,7,False,3,Business Owner,75,76,88,65,97,83,85,1
228,Angela,Thomas,angela.thomas.228@gslingacademy.com,female,False,7,True,17,Software Engineer,91,78,72,69,77,91,96,1
229,Roberto,Evans,roberto.evans.229@gslingacademy.com,male,False,3,False,6,Real Estate Developer,92,95,61,98,89,85,80,1
230,Christopher,Perez,christopher.perez.230@gslingacademy.com,male,False,7,False,9,Unknown,62,64,65,86,67,94,68,1
231,William,Torres,william.torres.231@gslingacademy.com,male,True,2,False,35,Software Engineer,87,91,98,94,100,87,89,1
232,Lisa,Gardner,lisa.gardner.232@gslingacademy.com,female,False,3,False,17,Software Engineer,97,88,87,61,86,92,94,1
233,Catherine,Owens,catherine.owens.233@gslingacademy.com,female,False,1,False,7,Government Officer,97,92,79,88,92,99,85,1
234,Keith,Summers,keith.summers.234@gslingacademy.com,male,False,5,False,16,Designer,98,88,92,84,90,90,71,1
235,Linda,Adams,linda.adams.235@gslingacademy.com,female,False,1,False,20,Software Engineer,96,67,88,95,82,75,84,1
236,Michael,Wright,michael.wright.236@gslingacademy.com,male,True,7,False,0,Business Owner,98,89,81,56,72,74,94,1
237,Kyle,James,kyle.james.237@gslingacademy.com,male,False,2,False,27,Lawyer,87,82,95,81,85,84,73,1
238,Christopher,Cook,christopher.cook.238@gslingacademy.com,male,False,0,False,24,Construction Engineer,96,80,86,94,63,72,75,1
239,John,Conley,john.conley.239@gslingacademy.com,male,False,2,False,30,Unknown,82,74,77,95,81,76,91,1
240,David,Barnett,david.barnett.240@gslingacademy.com,male,False,6,False,20,Software Engineer,100,72,99,64,70,93,67,1
241,Peter,Garner,peter.garner.241@gslingacademy.com,male,False,0,False,27,Software Engineer,91,81,91,76,100,92,87,1
242,Douglas,Stewart,douglas.stewart.242@gslingacademy.com,male,False,6,False,2,Business Owner,87,62,85,64,63,61,85,1
243,Heidi,Jones,heidi.jones.243@gslingacademy.com,female,False,6,False,16,Banker,75,95,84,87,78,82,86,1
244,Jeremy,Daniels,jeremy.daniels.244@gslingacademy.com,male,True,1,False,27,Banker,86,78,61,71,94,92,65,1
245,Dustin,Dodson,dustin.dodson.245@gslingacademy.com,male,False,4,True,24,Accountant,94,62,97,96,74,68,69,1
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,False,4,False,23,Accountant,99,64,92,78,30,78,88,0
247,Willie,Ellis,willie.ellis.247@gslingacademy.com,male,False,1,False,15,Government Officer,84,91,94,66,78,71,93,1
248,Robert,Hawkins,robert.hawkins.248@gslingacademy.com,male,False,3,False,25,Stock Investor,92,81,68,96,99,92,79,1
249,Stacy,Jordan,stacy.jordan.249@gslingacademy.com,female,False,2,False,32,Software Engineer,95,84,95,72,62,80,83,1
250,Robert,Swanson,robert.swanson.250@gslingacademy.com,male,False,3,False,35,Lawyer,90,88,94,99,92,87,97,1
251,Holly,Henderson,holly.henderson.251@gslingacademy.com,female,False,3,False,3,Artist,93,100,87,66,85,96,87,1
252,Debra,Valdez,debra.valdez.252@gslingacademy.com,female,False,1,False,28,Designer,69,63,88,73,83,74,94,1
253,Vincent,Robertson,vincent.robertson.253@gslingacademy.com,male,False,1,False,3,Game Developer,97,80,80,65,91,67,84,1
254,Karen,Spencer,karen.spencer.254@gslingacademy.com,female,False,0,False,21,Accountant,76,72,80,92,41,90,78,1
255,Nathan,Riley,nathan.riley.255@gslingacademy.com,male,False,3,False,35,Unknown,85,85,92,86,99,86,93,1
256,Andrea,Sutton,andrea.sutton.256@gslingacademy.com,female,False,7,True,35,Software Engineer,91,87,89,97,93,87,100,1
257,Tracey,Turner,tracey.turner.257@gslingacademy.com,female,False,7,True,14,Accountant,82,95,92,62,73,75,93,1
258,Tammy,Olsen,tammy.olsen.258@gslingacademy.com,female,True,7,False,1,Business Owner,59,56,87,97,62,74,61,1
259,Sheila,Wilkinson,sheila.wilkinson.259@gslingacademy.com,female,False,9,True,0,Business Owner,78,71,73,51,80,84,65,1
260,Nathan,Padilla,nathan.padilla.260@gslingacademy.com,male,False,2,False,12,Construction Engineer,89,65,82,65,76,95,62,1
261,Sarah,Santiago,sarah.santiago.261@gslingacademy.com,female,False,3,False,35,Software Engineer,86,91,92,96,90,96,90,1
262,Christopher,Cruz,christopher.cruz.262@gslingacademy.com,male,False,4,False,2,Artist,76,93,65,95,76,88,88,1
263,Nicholas,Sanders,nicholas.sanders.263@gslingacademy.com,male,True,2,False,16,Unknown,79,68,63,72,81,67,67,1
264,Jessica,Waters,jessica.waters.264@gslingacademy.com,female,False,3,False,31,Lawyer,91,96,77,76,80,97,80,1
265,James,Miller,james.miller.265@gslingacademy.com,male,False,5,False,4,Business Owner,89,66,80,77,60,88,74,1
266,Adam,Kane,adam.kane.266@gslingacademy.com,male,False,3,False,19,Unknown,97,94,81,97,79,86,63,1
267,Patricia,Gonzalez,patricia.gonzalez.267@gslingacademy.com,female,False,3,True,15,Banker,100,86,74,96,80,99,76,1
268,Whitney,Holmes,whitney.holmes.268@gslingacademy.com,female,False,1,False,30,Doctor,96,68,87,96,91,68,65,1
269,Rachel,Hamilton,rachel.hamilton.269@gslingacademy.com,female,False,7,False,17,Banker,94,64,100,71,84,92,99,1
270,Melissa,Marshall,melissa.marshall.270@gslingacademy.com,female,False,2,False,23,Software Engineer,98,68,80,75,80,81,60,1
271,Jacob,Henderson,jacob.henderson.271@gslingacademy.com,male,False,1,False,3,Business Owner,53,71,98,95,94,71,77,1
272,Melissa,Huerta,melissa.huerta.272@gslingacademy.com,female,False,7,False,4,Business Owner,44,64,58,66,87,62,68,1
273,Kevin,Camacho,kevin.camacho.273@gslingacademy.com,male,False,0,False,25,Unknown,85,70,73,95,100,70,94,1
274,Anthony,Martinez,anthony.martinez.274@gslingacademy.com,male,True,10,False,1,Business Owner,51,91,67,79,58,52,75,1
275,Randy,Rodriguez,randy.rodriguez.275@gslingacademy.com,male,False,1,False,24,Lawyer,90,89,82,74,67,92,82,1
276,Patrick,Vazquez,patrick.vazquez.276@gslingacademy.com,male,False,1,False,15,Software Engineer,100,92,90,66,73,68,70,1
277,Kim,Flores,kim.flores.277@gslingacademy.com,female,True,7,False,1,Business Owner,95,73,61,91,84,92,94,1
278,Robert,Salazar,robert.salazar.278@gslingacademy.com,male,False,1,True,33,Lawyer,76,81,96,74,75,80,98,1
279,Victoria,Vasquez,victoria.vasquez.279@gslingacademy.com,female,False,1,False,11,Designer,71,98,96,60,90,79,72,1
280,Ricardo,Macias,ricardo.macias.280@gslingacademy.com,male,False,3,False,10,Banker,95,60,87,71,91,84,98,1
281,Brandi,Bauer,brandi.bauer.281@gslingacademy.com,female,False,7,True,15,Software Engineer,92,88,76,93,69,75,97,1
282,Jorge,Roth,jorge.roth.282@gslingacademy.com,male,False,5,False,34,Scientist,82,95,96,100,89,64,91,1
283,Benjamin,Davis,benjamin.davis.283@gslingacademy.com,male,False,3,False,30,Lawyer,85,94,83,76,77,81,92,1
284,Nancy,Pierce,nancy.pierce.284@gslingacademy.com,female,True,4,True,4,Artist,82,85,75,92,76,95,85,1
285,Catherine,Weiss,catherine.weiss.285@gslingacademy.com,female,False,2,False,28,Stock Investor,98,77,94,63,69,88,100,1
286,Jacob,Perez,jacob.perez.286@gslingacademy.com,male,False,5,True,29,Doctor,93,96,94,84,91,67,68,1
287,Penny,Zuniga,penny.zuniga.287@gslingacademy.com,female,False,7,True,30,Lawyer,84,97,60,100,83,88,94,1
288,Anthony,Cox,anthony.cox.288@gslingacademy.com,male,False,4,False,31,Unknown,81,95,76,60,61,98,77,1
289,Angela,Nelson,angela.nelson.289@gslingacademy.com,female,False,8,False,1,Business Owner,62,64,84,67,78,51,62,1
290,Lisa,White,lisa.white.290@gslingacademy.com,female,False,6,False,16,Software Engineer,92,70,60,94,87,90,86,1
291,Robin,Parker,robin.parker.291@gslingacademy.com,female,False,2,True,18,Teacher,64,93,61,61,74,94,64,1
292,Cynthia,Shields,cynthia.shields.292@gslingacademy.com,female,True,1,False,4,Game Developer,89,67,97,67,75,94,93,1
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,female,False,8,False,32,Accountant,99,88,84,87,36,96,86,0
294,Brenda,Nichols,brenda.nichols.294@gslingacademy.com,female,False,2,False,12,Banker,95,82,93,99,66,93,86,1
295,Laura,Rodriguez,laura.rodriguez.295@gslingacademy.com,female,True,6,False,5,Designer,72,92,67,100,70,94,81,1
296,Julie,Carey,julie.carey.296@gslingacademy.com,female,False,2,True,15,Government Officer,68,89,68,90,68,99,74,1
297,Barbara,Andrews,barbara.andrews.297@gslingacademy.com,female,False,3,False,31,Accountant,92,69,78,68,70,80,73,1
298,Tracy,Johnson,tracy.johnson.298@gslingacademy.com,male,False,2,False,2,Game Developer,97,74,97,60,65,90,97,1
299,Sarah,Oconnor,sarah.oconnor.299@gslingacademy.com,female,False,1,False,2,Unknown,81,92,94,77,84,63,64,1
300,Joseph,Landry,joseph.landry.300@gslingacademy.com,male,False,3,False,20,Software Engineer,88,60,81,85,87,90,76,1
301,Terry,Chen,terry.chen.301@gslingacademy.com,male,False,1,True,11,Stock Investor,76,82,70,72,78,60,81,1
302,Heather,Faulkner,heather.faulkner.302@gslingacademy.com,female,False,10,False,26,Banker,77,62,97,82,74,98,95,1
303,Wanda,Baxter,wanda.baxter.303@gslingacademy.com,female,False,3,False,22,Accountant,89,81,99,71,67,74,89,1
304,Amanda,Davis,amanda.davis.304@gslingacademy.com,female,False,1,True,12,Government Officer,65,69,66,65,90,76,60,1
305,Gina,Powell,gina.powell.305@gslingacademy.com,female,True,10,False,4,Business Owner,82,55,76,63,70,61,60,1
306,Sabrina,Hall,sabrina.hall.306@gslingacademy.com,female,False,3,False,34,Banker,77,60,61,91,62,78,91,1
307,Lauren,Miller,lauren.miller.307@gslingacademy.com,female,False,0,False,9,Teacher,66,70,88,70,62,70,75,1
308,Jessica,Diaz,jessica.diaz.308@gslingacademy.com,female,False,5,False,43,Doctor,90,96,100,87,100,90,89,1
309,Ashley,Garcia,ashley.garcia.309@gslingacademy.com,female,False,2,False,1,Real Estate Developer,73,87,90,96,61,61,76,1
310,Miranda,Johnson,miranda.johnson.310@gslingacademy.com,female,False,2,False,19,Software Engineer,89,64,74,97,95,77,88,1
311,Tracy,Johnston,tracy.johnston.311@gslingacademy.com,female,True,4,False,2,Business Owner,72,55,54,62,75,79,96,1
312,Erik,Butler,erik.butler.312@gslingacademy.com,male,False,1,False,34,Scientist,87,90,89,88,93,87,70,1
313,Tiffany,Jones,tiffany.jones.313@gslingacademy.com,female,False,4,True,31,Scientist,75,98,96,85,81,69,90,1
314,Brandy,Campbell,brandy.campbell.314@gslingacademy.com,female,False,4,False,11,Teacher,80,85,98,99,92,70,96,1
315,Joel,Hicks,joel.hicks.315@gslingacademy.com,male,False,2,False,35,Unknown,85,87,87,90,91,91,99,1
316,John,Miller,john.miller.316@gslingacademy.com,male,False,4,False,20,Software Engineer,92,93,74,76,79,65,74,1
317,Nancy,Jones,nancy.jones.317@gslingacademy.com,female,True,0,False,22,Unknown,63,60,92,88,90,68,100,1
318,Jody,Mueller,jody.mueller.318@gslingacademy.com,female,False,3,False,2,Game Developer,99,99,87,80,89,78,87,1
319,Steven,Fox,steven.fox.319@gslingacademy.com,male,False,7,False,1,Business Owner,87,88,51,96,77,71,61,1
320,Taylor,Klein,taylor.klein.320@gslingacademy.com,female,False,4,False,34,Software Engineer,87,84,62,76,89,83,93,1
321,David,Barron,david.barron.321@gslingacademy.com,male,True,6,False,17,Software Engineer,90,75,71,64,97,89,88,1
322,Kevin,Thompson,kevin.thompson.322@gslingacademy.com,male,False,6,False,34,Doctor,94,83,99,100,94,91,69,1
323,Andrea,Walters,andrea.walters.323@gslingacademy.com,female,True,5,False,25,Unknown,86,76,81,83,81,70,65,1
324,David,Wright,david.wright.324@gslingacademy.com,male,False,3,False,8,Unknown,96,81,95,78,79,65,86,1
325,Anthony,Oconnor,anthony.oconnor.325@gslingacademy.com,male,False,3,False,4,Unknown,75,69,85,73,79,93,74,1
326,Laura,Miller,laura.miller.326@gslingacademy.com,female,False,1,True,26,Lawyer,74,92,81,79,74,85,86,1
327,Steven,Barrett,steven.barrett.327@gslingacademy.com,male,False,1,False,13,Writer,96,91,96,69,70,99,70,1
328,Miranda,Ruiz,miranda.ruiz.328@gslingacademy.com,female,False,1,True,4,Government Officer,79,77,62,98,76,99,82,1
329,Matthew,Anderson,matthew.anderson.329@gslingacademy.com,male,False,2,False,27,Lawyer,70,88,60,68,66,82,60,1
330,Kenneth,Flores,kenneth.flores.330@gslingacademy.com,male,False,5,False,32,Unknown,79,91,62,87,80,65,94,1
331,Sydney,Johnson,sydney.johnson.331@gslingacademy.com,female,False,1,False,25,Software Engineer,91,65,86,66,88,85,60,1
332,Carla,Lewis,carla.lewis.332@gslingacademy.com,female,False,1,False,13,Designer,90,72,78,61,78,88,74,1
333,Jeffrey,Shannon,jeffrey.shannon.333@gslingacademy.com,male,False,1,False,31,Construction Engineer,87,100,86,60,80,78,96,1
334,Angela,Park,angela.park.334@gslingacademy.com,female,False,3,False,8,Teacher,69,99,78,85,98,86,73,1
335,Brandon,Smith,brandon.smith.335@gslingacademy.com,male,True,9,False,0,Business Owner,66,99,50,62,97,60,84,1
336,Kenneth,Moody,kenneth.moody.336@gslingacademy.com,male,False,7,False,6,Government Officer,65,95,78,65,74,69,63,1
337,Scott,Hughes,scott.hughes.337@gslingacademy.com,male,False,2,False,7,Government Officer,83,81,88,82,97,83,74,1
338,Cody,Jimenez,cody.jimenez.338@gslingacademy.com,male,False,1,False,32,Lawyer,100,89,95,63,67,92,75,1
339,Allen,Farmer,allen.farmer.339@gslingacademy.com,male,False,5,True,30,Software Engineer,85,70,78,66,69,62,100,1
340,James,Young,james.young.340@gslingacademy.com,male,False,9,False,4,Business Owner,45,98,95,66,84,83,100,1
341,Laura,Dawson,laura.dawson.341@gslingacademy.com,female,False,5,False,15,Government Officer,73,75,94,82,71,90,75,1
342,Donald,Carson,donald.carson.342@gslingacademy.com,male,False,2,False,2,Game Developer,95,83,96,97,72,77,61,1
343,Wayne,Lane,wayne.lane.343@gslingacademy.com,male,False,8,True,32,Lawyer,96,95,61,72,71,83,96,1
344,Robert,Johnson,robert.johnson.344@gslingacademy.com,male,False,2,False,24,Construction Engineer,94,72,96,93,93,79,64,1
345,Melissa,Le,melissa.le.345@gslingacademy.com,female,False,1,False,18,Teacher,92,69,69,60,90,88,95,1
346,David,Rice,david.rice.346@gslingacademy.com,male,True,10,False,5,Business Owner,56,52,76,95,54,59,85,1
347,Dawn,Gomez,dawn.gomez.347@gslingacademy.com,female,True,3,False,24,Banker,85,74,65,76,100,95,68,1
348,Ricky,Nichols,ricky.nichols.348@gslingacademy.com,male,False,1,False,16,Designer,65,90,68,99,74,82,86,1
349,Henry,Pitts,henry.pitts.349@gslingacademy.com,male,False,1,False,15,Writer,64,81,95,87,86,91,80,1
350,Christopher,Price,christopher.price.350@gslingacademy.com,male,False,3,False,26,Software Engineer,100,88,94,67,62,66,96,1
351,Aimee,Adams,aimee.adams.351@gslingacademy.com,female,False,3,False,15,Teacher,76,64,64,60,75,92,61,1
352,Tammy,Barry,tammy.barry.352@gslingacademy.com,female,False,1,False,5,Game Developer,97,76,91,76,89,60,85,1
353,Ryan,Hull,ryan.hull.353@gslingacademy.com,male,False,1,True,14,Unknown,95,98,98,83,77,93,83,1
354,Samuel,Jackson,samuel.jackson.354@gslingacademy.com,male,False,4,False,1,Game Developer,85,64,90,94,68,97,61,1
355,Joshua,Smith,joshua.smith.355@gslingacademy.com,male,False,5,False,10,Construction Engineer,86,91,96,60,91,73,88,1
356,Sydney,Stevenson,sydney.stevenson.356@gslingacademy.com,female,False,6,False,5,Business Owner,100,58,58,100,60,52,82,1
357,Christopher,Rios,christopher.rios.357@gslingacademy.com,male,False,2,False,26,Unknown,65,77,66,100,88,77,62,1
358,Brenda,Collins,brenda.collins.358@gslingacademy.com,female,False,2,True,26,Lawyer,71,81,99,74,74,82,67,1
359,Diana,Griffin,diana.griffin.359@gslingacademy.com,female,False,2,False,14,Government Officer,80,94,97,83,84,77,79,1
360,Gary,Gray,gary.gray.360@gslingacademy.com,male,False,7,True,21,Construction Engineer,91,76,96,77,99,64,83,1
361,Kimberly,Torres,kimberly.torres.361@gslingacademy.com,female,False,2,False,32,Software Engineer,91,87,88,82,95,70,87,1
362,Jeffrey,Booker,jeffrey.booker.362@gslingacademy.com,male,False,0,False,30,Software Engineer,100,86,81,100,66,98,97,1
363,Nicole,Buchanan,nicole.buchanan.363@gslingacademy.com,female,False,3,False,13,Teacher,92,79,71,65,99,91,98,1
364,Kristin,Johnson,kristin.johnson.364@gslingacademy.com,female,False,7,False,33,Banker,89,76,95,83,84,96,61,1
365,Emily,Bell,emily.bell.365@gslingacademy.com,female,False,3,False,15,Accountant,93,92,92,76,49,93,75,1
366,Francis,Nelson,francis.nelson.366@gslingacademy.com,male,False,10,False,33,Unknown,81,64,67,74,65,94,96,1
367,Tracy,Harris,tracy.harris.367@gslingacademy.com,male,False,2,False,11,Designer,70,73,70,67,96,86,89,1
368,Sheila,Sosa,sheila.sosa.368@gslingacademy.com,female,False,2,False,30,Unknown,61,70,89,97,60,79,79,1
369,Ashley,Mendez,ashley.mendez.369@gslingacademy.com,female,False,7,False,2,Business Owner,62,53,78,77,59,95,80,1
370,Matthew,Griffin,matthew.griffin.370@gslingacademy.com,male,False,3,False,4,Stock Investor,83,61,79,99,66,60,76,1
371,Timothy,Mann,timothy.mann.371@gslingacademy.com,male,False,3,False,32,Software Engineer,85,96,87,63,69,69,81,1
372,Christine,Foster,christine.foster.372@gslingacademy.com,female,True,7,False,0,Business Owner,83,55,87,74,73,77,61,1
373,Julie,Yates,julie.yates.373@gslingacademy.com,female,False,2,False,4,Business Owner,73,95,54,94,99,58,94,1
374,William,Ballard,william.ballard.374@gslingacademy.com,male,True,10,True,0,Business Owner,61,65,73,78,77,97,96,1
375,Kristen,Adams,kristen.adams.375@gslingacademy.com,female,False,5,True,21,Unknown,77,72,81,63,69,73,80,1
376,Chelsea,Mitchell,chelsea.mitchell.376@gslingacademy.com,female,False,2,False,29,Writer,77,87,65,91,71,90,90,1
377,Patrick,Everett,patrick.everett.377@gslingacademy.com,male,False,3,False,32,Unknown,99,94,94,62,68,79,68,1
378,Carla,Parker,carla.parker.378@gslingacademy.com,female,False,7,False,14,Unknown,73,69,94,78,76,63,71,1
379,Casey,Galvan,casey.galvan.379@gslingacademy.com,male,False,1,False,25,Lawyer,95,89,96,89,60,99,93,1
380,Eric,Moran,eric.moran.380@gslingacademy.com,male,False,7,True,4,Unknown,94,79,92,100,93,63,98,1
381,Tabitha,Hudson,tabitha.hudson.381@gslingacademy.com,female,False,2,True,32,Stock Investor,75,83,85,65,76,94,60,1
382,Lance,Salazar,lance.salazar.382@gslingacademy.com,male,False,2,False,7,Unknown,66,83,77,91,84,74,62,1
383,Melissa,Williamson,melissa.williamson.383@gslingacademy.com,female,True,1,False,22,Software Engineer,91,79,89,74,79,74,61,1
384,James,Castro,james.castro.384@gslingacademy.com,male,False,5,False,3,Unknown,81,61,75,65,90,92,80,1
385,Joseph,Johnson,joseph.johnson.385@gslingacademy.com,male,True,8,False,1,Business Owner,71,69,69,67,70,78,66,1
386,Gene,Woodward,gene.woodward.386@gslingacademy.com,male,False,4,True,23,Writer,77,94,97,77,63,98,98,1
387,Patricia,Watson,patricia.watson.387@gslingacademy.com,female,False,0,False,42,Doctor,91,87,93,85,98,85,95,1
388,John,Carey,john.carey.388@gslingacademy.com,male,False,1,False,30,Scientist,83,98,100,93,100,77,76,1
389,Sara,Cochran,sara.cochran.389@gslingacademy.com,female,False,1,False,1,Business Owner,75,51,70,84,66,64,88,1
390,Jamie,Suarez,jamie.suarez.390@gslingacademy.com,female,True,3,True,17,Software Engineer,86,96,68,71,86,94,89,1
391,Steven,Frazier,steven.frazier.391@gslingacademy.com,male,False,2,False,48,Doctor,86,88,89,89,98,89,96,1
392,Nicholas,Hart,nicholas.hart.392@gslingacademy.com,male,False,4,True,24,Software Engineer,85,67,60,82,77,72,72,1
393,Cheryl,Arias,cheryl.arias.393@gslingacademy.com,female,False,6,False,31,Writer,62,81,80,88,78,94,85,1
394,Marc,Brock,marc.brock.394@gslingacademy.com,male,True,7,False,0,Business Owner,100,65,67,61,76,58,84,1
395,Timothy,Perez,timothy.perez.395@gslingacademy.com,male,False,9,False,2,Business Owner,79,86,97,60,66,74,96,1
396,Courtney,Rodriguez,courtney.rodriguez.396@gslingacademy.com,female,False,1,False,24,Lawyer,99,97,68,85,86,85,73,1
397,Samantha,Clark,samantha.clark.397@gslingacademy.com,female,False,7,False,2,Business Owner,46,65,97,100,56,73,95,1
398,Francisco,Reilly,francisco.reilly.398@gslingacademy.com,male,False,0,False,32,Software Engineer,85,97,88,61,80,80,84,1
399,Denise,Young,denise.young.399@gslingacademy.com,female,False,2,False,4,Government Officer,85,68,89,64,79,66,66,1
400,Darrell,Williams,darrell.williams.400@gslingacademy.com,male,False,4,False,32,Software Engineer,85,87,91,63,95,88,62,1
401,Andrew,Smith,andrew.smith.401@gslingacademy.com,male,False,3,False,16,Stock Investor,99,86,90,100,96,77,60,1
